LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,JACK,15065,2099,1/10/2006 12:00:00 AM
Dog Senior Lifetime Neutered Male,WELSH CORGI PEMBROK,WHITE/RED,MARTY,15090,2099,2/25/2019 1:00:14 PM
Dog Senior Lifetime Spayed Female,FOX TERRIER TOY,SPOTTED,PIXEL,15101,2099,1/31/2014 3:09:44 PM
Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/TAN,TINKERBELLE,15122,2099,4/30/2013 10:22:02 AM
Dog Lifetime Spayed Female,MIXED,SPOTTED,MAIZY,15229,2099,10/20/2020 12:39:07 PM
Dog Senior Lifetime Spayed Female,GREYHOUND,WHITE,MOLLY,15101,2099,1/31/2014 3:09:44 PM
Dog Senior Lifetime Neutered Male,POMERANIAN,RED,TEDDY,15227,2099,9/9/2019 10:30:59 AM
Dog Senior Lifetime Spayed Female,MIXED,BLACK/BROWN,MAGGIE,15218,2099,8/12/2020 9:26:17 AM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SIDNEY,15239,2099,7/21/2020 1:34:47 PM
Dog Lifetime Neutered Male,ENG BULLDOG,BRINDLE,SEYMOUR,15225,2099,3/7/2019 2:37:26 PM
Dog Senior Lifetime Spayed Female,GOLDENDOODLE,WHITE,BUFFELS,15241,2099,10/13/2017 2:50:46 PM
Dog Senior Lifetime Neutered Male,GER SHEPHERD,RED,HENRY,15139,2099,5/29/2018 11:40:08 AM
Dog Lifetime Spayed Female,AKITA,RED,RUBY,15228,2099,6/26/2018 12:35:50 PM
Dog Lifetime Male,GOLDENDOODLE,BROWN,BENNY,15238,2099,5/29/2019 1:13:26 PM
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK,GRIFFIN,15239,2099,3/8/2017 12:33:04 PM
Dog Lifetime Female,ALAS MALAMUTE,WHITE/GREY,GRACIE,15135,2099,10/30/2006 12:00:00 AM
Dog Lifetime Spayed Female,SIB HUSKY MIX,WHITE/BLACK/BROWN,ARWEN,15137,2099,5/18/2020 12:22:18 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,CLEMENTINE,15235,2099,4/23/2018 10:20:52 AM
Dog Lifetime Neutered Male,MIXED,BLACK,SAMBUCA,15202,2099,3/10/2006 12:00:00 AM
Dog Senior Lifetime Spayed Female,MIXED,WHITE,VERDELL,15220,2099,10/1/2020 12:54:59 PM
Dog Lifetime Neutered Male,SILKY TERRIER,BLACK/BROWN,BUDDY,15239,2099,7/14/2008 11:16:33 AM
Dog Lifetime Neutered Male,COCKER SPANIEL,TRI-COLOR,TOBY,15051,2099,2/15/2012 3:17:21 PM
Dog Lifetime Duplicate,COCKER SPANIEL,TRI-COLOR,TOBY,15051,2099,6/10/2020 2:20:23 PM
Dog Lifetime Spayed Female,AM PITT BULL MIX,GREY,STELLA,15090,2099,9/10/2018 9:53:53 AM
Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,WHITE/BLACK,LADY,15236,2099,6/9/2020 1:44:25 PM
Dog Lifetime Neutered Male,MIXED,BROWN,ODIN,15237,2099,5/29/2020 8:56:27 AM
Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,SUSIE,15238,2099,10/30/2017 1:09:05 PM
Dog Senior Lifetime Male,CHIHUAHUA,FAWN,SPEEDY,15120,2099,5/18/2009 12:24:29 PM
Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,SPOTTED,DAPHNE,15090,2099,5/5/2016 9:20:29 AM
Dog Lifetime Neutered Male,SIB HUSKY MIX,WHITE/BROWN,BODI,15122,2099,10/21/2020 12:51:03 PM
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,WINNIE,15227,2099,4/4/2016 10:51:46 AM
Dog Senior Lifetime Spayed Female,AUS SHEPHERD,BLACK/BROWN,KASEY,15090,2099,5/29/2020 9:50:25 AM
Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,SPOTTED,RILEY,15090,2099,5/5/2016 9:15:45 AM
Dog Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/BROWN,EMMA,15205,2099,9/5/2018 2:52:02 PM
Dog Lifetime Spayed Female,COLLIE MIX,BLACK WITH WHITE,STELLA,15015,2099,12/29/2017 2:14:42 PM
Dog Lifetime Duplicate,BORD COLLIE MIX,WHITE/BLACK,LOLA,15221,2099,4/21/2015 11:42:49 AM
Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,LOLA,15221,2099,11/18/2011 3:02:27 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK,ANNA,15223,2099,6/18/2020 9:25:15 AM
Dog Lifetime Male,SIB HUSKY MIX,WHITE/BLACK,MO,15332,2099,5/29/2020 1:11:20 PM
Dog Lifetime Neutered Male,MIXED,TAN,TURBO,15228,2099,4/23/2018 2:41:58 PM
Dog Senior Lifetime Neutered Male,LAB MIX,WHITE/BROWN,SMOKY,15102,2099,3/31/2017 10:35:28 AM
Dog Lifetime Neutered Male,TERRIER MIX,WHITE/BLACK/BROWN,SAM,15238,2099,5/12/2014 3:02:23 PM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BROWN,BULLET,15101,2099,12/14/2010 3:51:51 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BULLET,15101,2099,2/1/2006 12:00:00 AM
Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,JAKE,15209,2099,7/22/2019 2:36:55 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BRINDLE,ROSIE,15236,2099,8/12/2020 10:19:36 AM
Dog Senior Lifetime Neutered Male,SCOTTISH TERRIER,BLACK,RAPHAEL,15146,2099,12/15/2017 9:31:15 AM
Dog Lifetime Neutered Male,LABRADOODLE,FAWN,LOUIE,15037,2099,3/29/2017 3:38:20 PM
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,DAISY,15044,2099,7/29/2019 10:01:02 AM
Dog Lifetime Neutered Male,LHASA APSO,BLACK WITH WHITE,BUDDY,15102,2099,4/20/2017 10:23:31 AM
Dog Senior Lifetime Spayed Female,MIXED,RED,CINNAMON,15122,2099,2/7/2017 2:32:39 PM
Dog Lifetime Spayed Female,GREAT PYRENEES,WHITE,KRYSTAL,15132,2099,3/10/2008 9:23:49 AM
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,SPARKLES,15148,2099,3/6/2007 8:59:59 AM
Dog Senior Lifetime Spayed Female,COCKER SPANIEL,SPOTTED,DEE DEE,15146,2099,6/20/2012 1:19:59 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HERSHEY,15237,2099,12/13/2019 3:35:13 PM
Dog Lifetime Spayed Female,COCKAPOO,BEIGE,MISSY,15133,2099,1/22/2008 1:48:44 PM
Dog Senior Lifetime Spayed Female,COCKAPOO,BEIGE,MISSY,15133,2099,1/22/2008 1:52:23 PM
Dog Lifetime Spayed Female,HOUND MIX,WHITE/BROWN,LIZZY,15044,2099,10/20/2020 12:27:56 PM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,SPOTTED,BUSTER,15120,2099,10/4/2019 2:59:41 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,TREAVOR,15216,2099,7/3/2006 12:00:00 AM
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE,KENO,15235,2099,3/22/2018 12:46:55 PM
Dog Lifetime Neutered Male,DACHSHUND,RED,WILLIE,15131,2099,2/18/2005 12:00:00 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BEAR,15084,2099,5/15/2017 12:11:39 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,ZEKE,15126,2099,10/6/2020 12:04:21 PM
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,SADIE,15146,2099,7/29/2009 11:30:52 AM
Dog Lifetime Spayed Female,BASSET HOUND,WHITE/BLACK/BROWN,LILLY,15238,2099,2/26/2019 2:24:54 PM
Dog Senior Lifetime Spayed Female,SCHNAUZER STANDARD,SALT/PEPPER,SADIE,15237,2099,9/6/2019 12:50:37 PM
Dog Lifetime Neutered Male,GORDON SETTER,BLACK/BROWN,BART,15238,2099,2/15/2007 2:31:17 PM
Dog Senior Lifetime Neutered Male,CAV KING CHAR SPANI,TRI-COLOR,RUBBLE,15044,2099,7/21/2020 11:15:41 AM
Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BROWN,BALTO,15236,2099,7/25/2018 12:38:12 PM
Dog Senior Lifetime Spayed Female,POODLE STANDARD,BLACK,ZIVA,15122,2099,7/17/2019 9:16:26 AM
Dog Lifetime Neutered Male,MIXED,BROWN,RIGBY,15090,2099,5/16/2018 1:20:08 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ANNI,15221,2099,2/20/2020 2:06:57 PM
Dog Lifetime Neutered Male,DOGUE DE BORDEAUX,TAN,DIESEL,15136,2099,5/6/2015 10:59:45 AM
Dog Lifetime Spayed Female,AUS SHEPHERD,SPOTTED,RORY,15126,2099,2/14/2020 2:46:24 PM
Dog Senior Lifetime Spayed Female,DACHSHUND,RED,AIMEE,15237,2099,1/3/2018 3:27:26 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,JOSIE,15122,2099,6/19/2017 9:33:14 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,SILVER,PAISLEY,15122,2099,4/30/2020 10:49:10 AM
Dog Lifetime Neutered Male,LAB MIX,BLACK,DYLAN,15216,2099,7/14/2008 2:03:56 PM
Dog Lifetime Duplicate,SFT COAT WHEAT TERR,WHITE/BLACK/BROWN,DASHER,15122,2099,9/24/2008 2:23:18 PM
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,WHITE/BLACK/BROWN,DASHER,15122,2099,3/4/2008 2:20:11 PM
Dog Lifetime Duplicate,SFT COAT WHEAT TERR,WHITE/BLACK/BROWN,DASHER,15122,2099,3/14/2018 2:17:07 PM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK,MAX,15090,2099,7/17/2019 8:48:10 AM
Dog Lifetime Male,GER SHEPHERD,BLACK,LOKI,15145,2099,11/2/2020 12:50:39 PM
Dog Lifetime Neutered Male,MIXED,BLACK,OREO,15018,2099,11/2/2017 1:48:16 PM
Dog Lifetime Neutered Male,MIXED,WHITE,ROCKY,15235,2099,2/14/2006 12:00:00 AM
Dog Lifetime Spayed Female,TERRIER,BROWN,SUNDAY,15216,2099,10/7/2020 12:44:01 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SADIE,15238,2099,7/29/2009 11:44:01 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,NIKE,15236,2099,1/9/2020 11:01:50 AM
Dog Senior Lifetime Neutered Male,CHINESE SHAR-PEI,BLACK,CHANCE,15131,2099,10/24/2006 12:00:00 AM
Dog Senior Lifetime Female,POODLE TOY,GREY,ZOE,15132,2099,2/1/2006 12:00:00 AM
Dog Senior Lifetime Spayed Female,SHIH TZU,BRINDLE,SYLVIA,15146,2099,11/18/2019 12:47:16 PM
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK,BRODIE,15102,2099,5/22/2019 1:45:34 PM
Dog Lifetime Neutered Male,COCKER SPANIEL,TRI-COLOR,MANLY,15146,2099,5/20/2019 10:19:58 AM
Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK,SHILOH,15122,2099,10/20/2020 1:16:10 PM
Dog Lifetime Neutered Male,AUS SHEPHERD,WHITE/BLACK/BROWN,PRINCE JACK,15122,2099,10/20/2020 1:16:10 PM
Dog Lifetime Spayed Female,CHIHUAHUA,WHITE/FAWN,CARA MIA,15239,2099,2/8/2005 12:00:00 AM
Dog Lifetime Spayed Female,CANE CORSO,BLUE,SAPPHIRE,15120,2099,4/5/2016 2:57:30 PM
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK/BROWN,DAISY,15120,2099,7/10/2020 4:16:48 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,APRICOT,SOPHIE,15229,2099,11/20/2019 2:48:29 PM
Dog Lifetime Spayed Female,CHIHUAHUA,BLACK,SILVIA,15132,2099,3/17/2016 8:13:40 AM
Dog Lifetime Spayed Female,ENGLISH MASTIFF,APRICOT,MOCHA,15037,2099,10/1/2018 12:43:37 PM
Dog Lifetime Spayed Female,MIXED,BLONDE,SUZI,15017,2099,6/24/2020 2:41:41 PM
Dog Senior Lifetime Neutered Male,PEKINGESE,FAWN,DUDLEY,15147,2099,2/8/2005 12:00:00 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,RILEY,15101,2099,8/31/2005 12:00:00 AM
Dog Lifetime Neutered Male,MIXED,MULTI,SCOOTER,15236,2099,3/18/2005 12:00:00 AM
Dog Lifetime Spayed Female,COCKER SPANIEL,BLACK,SUTTON,15145,2099,4/20/2017 1:32:30 PM
Dog Lifetime Spayed Female,CHIHUAHUA,BLACK,BELLA,15132,2099,3/17/2016 8:18:38 AM
Dog Lifetime Neutered Male,BEAGLE,YELLOW,TOBY,15071,2099,1/11/2019 12:32:45 PM
Dog Lifetime Spayed Female,MIXED,TAN,PENNY,15106,2099,8/14/2019 1:30:46 PM
Dog Senior Lifetime Female,SHIH TZU,WHITE/BLACK,SWEETIE PIE,15101,2099,6/17/2009 2:14:11 PM
Dog Senior Lifetime Female,SHIH TZU,WHITE/BLACK,SWEETIE PIE,15101,2099,6/17/2009 2:14:11 PM
Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,SWEETIE PIE,15101,2099,6/17/2009 2:14:11 PM
Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,BLACK,MALINKA,15116,2099,10/21/2015 2:34:46 PM
Dog Senior Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BOOMER,15239,2099,5/10/2019 12:23:45 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MACY,15112,2099,10/25/2017 1:44:10 PM
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK,MIA,15202,2099,2/26/2020 8:06:07 AM
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,CREAM,MOLLY,15239,2099,5/21/2018 11:36:28 AM
Dog Lifetime Neutered Male,CHIHUAHUA,WHITE/BLACK/BROWN,GUCCI,15106,2099,2/6/2018 12:58:30 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,YELLOW,MURPHY,15236,2099,1/11/2011 2:17:13 PM
Dog Lifetime Spayed Female,AM PITT BULL MIX,WHITE/BLACK/BROWN,BAYLEE,15045,2099,6/22/2020 10:03:21 AM
Dog Senior Lifetime Neutered Male,MIXED,BRINDLE,BRUTUS,15218,2099,9/30/2020 12:32:17 PM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLONDE,LOKI,15133,2099,3/20/2017 11:06:48 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,RAVEN,15237,2099,2/2/2007 10:42:02 AM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,HUNTER,15139,2099,1/16/2018 1:36:40 PM
Dog Lifetime Neutered Male,SIB HUSKY MIX,BLACK,RAVIO,15146,2099,11/12/2019 11:28:05 AM
Dog Lifetime Male,BEAGLE,WHITE/BLACK/BROWN,MURPHY,15132,2099,4/9/2018 9:57:37 AM
Dog Lifetime Duplicate,BEAGLE,WHITE/BLACK/BROWN,MURPHY,15132,2099,1/7/2020 12:40:05 PM
Dog Lifetime Neutered Male,DACHSHUND,SABLE,ROCKY,15221,2099,1/12/2011 10:58:21 AM
Dog Lifetime Spayed Female,BRITTANY SPANIEL,BROWN,SADIE,15235,2099,1/21/2005 12:00:00 AM
Dog Lifetime Neutered Male,DACHSHUND,WHITE/BROWN,OSWALD,15129,2099,10/21/2020 12:41:15 PM
Dog Senior Lifetime Spayed Female,MIXED,BLACK,SYDNEY,15045,2099,7/31/2017 12:42:30 PM
Dog Senior Lifetime Spayed Female,MIXED,MULTI,IZZY,15044,2099,4/13/2009 1:39:32 PM
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,RIGBY,15147,2099,4/30/2018 10:07:06 AM
Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MAGGIE,15106,2099,10/29/2020 12:38:49 PM
Dog Senior Lifetime Female,VIZSLA,RED,TOVAH,15146,2099,4/24/2018 12:12:36 PM
Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,TAN,LILY,15057,2099,2/4/2019 8:58:51 AM
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,BAILEY,15143,2099,2/21/2020 2:01:05 PM
Dog Senior Lifetime Spayed Female,BEAGLE MIX,WHITE/BROWN,PENELOPE,15235,2099,10/20/2020 12:48:52 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LEXI,15122,2099,6/26/2019 12:36:28 PM
Dog Lifetime Spayed Female,LHASA APSO,TAN,LEIA,15057,2099,2/4/2019 9:08:36 AM
Dog Senior Lifetime Neutered Male,MIXED,WHITE/BLACK,BINGO,15235,2099,7/21/2017 12:01:40 PM
Dog Lifetime Neutered Male,MIXED,APRICOT,ROSCOE,15205,2099,10/1/2020 12:42:46 PM
Dog Senior Lifetime Spayed Female,FRENCH BULLDOG,WHITE/BRINDLE,IRMA,15216,2099,9/18/2017 10:29:26 AM
Dog Senior Lifetime Neutered Male,SHETLAND SHEEPDOG,SABLE/WHITE,BUDDY,15084,2099,10/26/2018 1:44:05 PM
Dog Lifetime Spayed Female,BEAGLE,TRI-COLOR,LUNA,15102,2099,1/28/2020 9:37:09 AM
Dog Senior Lifetime Neutered Male,PEEKAPOO,SPOTTED,SAMMY,15024,2099,2/18/2020 1:57:21 PM
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,MINA,15144,2099,2/4/2010 4:13:01 PM
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,RENATA,15143,2099,8/28/2020 1:47:21 PM
Dog Lifetime Neutered Male,DOBERMAN PINSCHER,BLACK,BEAR,15243,2099,3/18/2008 1:46:38 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CHANCE,15090,2099,10/21/2020 2:26:59 PM
Dog Senior Lifetime Spayed Female,ENG BULLDOG,RED,SWET PEA,15237,2099,9/18/2019 12:32:27 PM
Dog Lifetime Spayed Female,LAB MIX,RED,BELLA,15237,2099,4/13/2010 2:15:12 PM
Dog Lifetime Spayed Female,BEAGLE MIX,BLACK/BROWN,ZIGGY,15212,2099,5/20/2008 2:08:05 PM
Dog Lifetime Neutered Male,TERRIER,WHITE,BEAR,15101,2099,5/3/2019 3:12:22 PM
Dog Lifetime Neutered Male,MIXED,WHITE,BERNIE,15202,2099,6/29/2017 12:37:05 PM
Dog Lifetime Spayed Female,BEAGLE,TRI-COLOR,KIKI,15102,2099,1/28/2020 9:37:09 AM
Dog Lifetime Spayed Female,MIXED,BLACK,SADIE MCKENZIE,15215,2099,2/20/2004 12:00:00 AM
Dog Lifetime Spayed Female,LAB MIX,BLACK,LUNA,15237,2099,6/22/2020 2:24:09 PM
Dog Lifetime Spayed Female,SIB HUSKY MIX,BROWN,ABBY,15065,2099,6/26/2008 12:52:13 PM
Dog Lifetime Neutered Male,ENG SPRINGER SPANIE,SPOTTED,SEBASTIAN,15147,2099,2/2/2007 10:42:02 AM
Dog Lifetime Neutered Male,GOLDENDOODLE,WHITE,BROOKS,15229,2099,2/6/2018 12:52:28 PM
Dog Lifetime Neutered Male,GOLDENDOODLE,BLACK,FURVUS,15236,2099,6/19/2017 9:38:17 AM
Dog Lifetime Spayed Female,BICHON FRISE,WHITE,JENNY,15235,2099,2/17/2004 12:00:00 AM
Dog Lifetime Female,BICHON FRISE,WHITE,KEEPER,15235,2099,2/17/2004 12:00:00 AM
Dog Lifetime Neutered Male,LAB MIX,WHITE,EDDY,15228,2099,4/8/2019 1:27:45 PM
Dog Lifetime Neutered Male,WHIPPET,WHITE,HORUS,15227,2099,5/1/2008 8:32:45 AM
Dog Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/BROWN,SCOOBY,15116,2099,2/4/2019 10:54:25 AM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CRASH,15202,2099,11/5/2018 2:07:47 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,LOLA,15229,2099,6/28/2017 1:20:41 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEV MIX,WHITE/BROWN,SALLY,15017,2099,4/9/2007 12:56:34 PM
Dog Lifetime Spayed Female,COLLIE MIX,MULTI,LADY,15017,2099,4/9/2007 12:56:34 PM
Dog Lifetime Neutered Male,HAVANESE,CREAM,OSO,15147,2099,12/5/2005 12:00:00 AM
Dog Lifetime Neutered Male,WELSH CORGI PEMBROK,TRI-COLOR,THEODORE BEAR,15122,2099,6/7/2017 1:34:36 PM
Dog Lifetime Duplicate,WELSH CORGI PEMBROK,TRI-COLOR,THEODORE BEAR,15122,2099,4/24/2018 1:35:20 PM
Dog Senior Lifetime Spayed Female,TAG,BLACK/TAN,DOLLIE,15236,2099,1/9/2020 10:45:09 AM
Dog Out of County Transfer - Lifetime,LAB MIX,BLACK,EMBER,15044,2099,9/13/2018 1:37:17 PM
Dog Lifetime Spayed Female,BEAGLE,TRI-COLOR,MAGGIE,15137,2099,3/3/2020 2:54:25 PM
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK,LOKI,15237,2099,4/8/2019 1:17:46 PM
Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,MISSY,15017,2099,4/9/2007 12:56:34 PM
Dog Lifetime Neutered Male,AM BULLDOG,BLUE,BUSTER,15236,2099,12/26/2018 3:21:30 PM
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BROWN,PATRICK,15024,2099,6/19/2009 3:32:24 PM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,SABLE/WHITE,TOBY,15229,2099,2/25/2008 3:46:58 PM
Dog Lifetime Spayed Female,HOUND MIX,MULTI,LUCKY,15228,2099,1/13/2009 3:43:08 PM
Dog Senior Lifetime Spayed Female,LAB MIX,WHITE/BLACK,VALARIE,15129,2099,6/30/2020 1:28:19 PM
Dog Senior Lifetime Spayed Female,CHES BAY RETRIEVER,WHITE/BROWN,BELLA,15205,2099,7/22/2009 1:39:33 PM
Dog Lifetime Duplicate,CHES BAY RETRIEVER,WHITE/BROWN,BELLA,15205,2099,11/23/2010 2:08:16 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,JESSIE,15146,2099,2/24/2004 12:00:00 AM
Dog Lifetime Neutered Male,CHOW CHOW MIX,WHITE,KODIAK,15238,2099,1/9/2006 12:00:00 AM
Dog Lifetime Spayed Female,BEAGLE,MULTI,DAISY,15129,2099,1/9/2007 3:49:02 PM
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,ROCKY,15101,2099,9/13/2018 8:09:28 AM
Dog Lifetime Neutered Male,COCKER SPANIEL,SPOTTED,COOPER,15146,2099,3/23/2009 2:08:01 PM
Dog Lifetime Neutered Male,WELSH CORGI CARDIGA,WHITE/BLACK/BROWN,BAILEY,15108,2099,2/19/2004 12:00:00 AM
Dog Lifetime Spayed Female,MIXED,BLACK,DARBY,15133,2099,5/20/2009 1:28:23 PM
Dog Lifetime Neutered Male,COLLIE,SABLE/WHITE,CHIP,15241,2099,2/23/2018 10:49:03 AM
Dog Lifetime Spayed Female,AM STAFF TERRIER,WHITE/TAN,GIGI,15147,2099,
Dog Senior Lifetime Spayed Female,AM STAFF TERRIER,WHITE/TAN,GIGI,15147,2099,3/10/2020 2:05:09 PM
Dog Lifetime Spayed Female,WELSH CORGI CARDIGA,WHITE/BLACK/BROWN,MONA,15108,2099,2/19/2004 12:00:00 AM
Dog Lifetime Spayed Female,WELSH CORGI CARDIGA,WHITE/BLACK/BROWN,CHLOE,15108,2099,2/19/2004 12:00:00 AM
Dog Senior Lifetime Spayed Female,SCHNAUZER STANDARD,GREY,MALIBU,15135,2099,1/26/2009 9:05:30 AM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LOLA,15236,2099,4/30/2009 10:46:58 AM
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,LOLA,15236,2099,4/2/2010 12:41:36 PM
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,BEAN,15044,2099,11/21/2019 2:53:35 PM
Dog Lifetime Spayed Female,BERNESE MTN DOG,BLACK/BROWN,CHARLOTTE,15236,2099,3/7/2017 1:11:21 PM
Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN/GREY,VINCENZO,15241,2099,3/4/2020 2:07:06 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN/GREY,VINCENZO,15241,2099,
Dog Lifetime Spayed Female,DACHSHUND,SPOTTED,MATILDA,15084,2099,3/20/2017 11:00:29 AM
Dog Senior Lifetime Female,DOBERMAN PINSCHER,BLACK/BROWN,CANDY,15147,2099,3/13/2007 1:47:19 PM
Dog Lifetime Spayed Female,PUGGLE,FAWN,PUMPKIN,15143,2099,7/21/2009 12:27:53 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK,MAUI,15101,2099,4/21/2017 2:41:44 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,JASPER,15044,2099,4/7/2004 12:00:00 AM
Dog Lifetime Male,LABRADOR RETRIEVER,CHOCOLATE,MAJESTY,15037,2099,6/6/2007 3:44:54 PM
Dog Lifetime Spayed Female,MIXED,SPOTTED,ELDABERRY,15101,2099,10/21/2009 2:49:08 PM
Dog Senior Lifetime Spayed Female,MIXED,SPOTTED,ELDABERRY,15101,2099,10/21/2009 2:49:08 PM
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,SPOTTED,PIGGIE,15143,2099,6/19/2009 10:57:00 AM
Dog Lifetime Neutered Male,LAB MIX,BLACK,PORTER,15218,2099,12/11/2019 8:31:08 AM
Dog Senior Lifetime Spayed Female,GOLDENDOODLE,CREAM,MOLLY,15137,2099,5/1/2014 3:38:38 PM
Dog Lifetime Duplicate,GOLDENDOODLE,CREAM,MOLLY,15137,2099,11/17/2014 9:05:55 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,RAYNA,15229,2099,8/12/2020 9:36:01 AM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BROWN,JAX,15135,2099,4/10/2019 12:42:20 PM
Dog Lifetime Spayed Female,PUG,BLACK,TESS,15229,2099,1/28/2008 3:57:25 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,JORDAN,15035,2099,4/4/2016 12:05:05 PM
Dog Lifetime Neutered Male,MIXED,BLACK,CHIP,15235,2099,4/25/2007 1:01:45 PM
Dog Lifetime Neutered Male,HOUND MIX,WHITE/BROWN,JOURNEY,15243,2099,2/20/2020 8:00:49 AM
Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,WHEATON,MACY,15116,2099,9/27/2017 12:35:57 PM
Dog Senior Lifetime Spayed Female,MIXED,BLACK/BROWN,LADY,15102,2099,7/31/2020 12:40:40 PM
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,ABBEX,15025,2099,9/13/2010 9:48:28 AM
Dog Lifetime Spayed Female,CAIRN TERRIER,BLONDE,MAGGIE,15228,2099,7/11/2011 3:23:36 PM
Dog Lifetime Spayed Female,MIXED,BROWN,CHARA,15221,2099,1/16/2009 2:50:03 PM
